wals_code,Name,latitude,longitude
lur,Luri,33.5,48.5
lus,Lushootseed,48.0,-122.0
luv,Luvale,-12.0,22.0
lux,Luxemburgeois,49.8333333333,6.16666666667
luy,Luyia,0.416666666667,34.5
lye,Lyele,12.5,-2.66666666667
ma,Ma,3.5,28.0
maa,Maasai,-3.0,36.0
mab,Maba,13.75,20.8333333333
mac,Macushi,4.0,-60.0
mad,Ma'di,3.25,31.5
mae,Mae,-16.0,167.25
mag,Magar,28.0,83.0
mah,Mari (Hill),57.0,58.0
mai,Maithili,26.0,86.0
maj,Majang,6.75,35.0
mak,Makah,48.3333333333,-124.666666667
mal,Malagasy,-20.0,47.0
mam,Mam,15.0,-91.8333333333
man,Mano,7.0,-9.0
mao,Maori,-40.0,176.0
map,Mapudungun,-38.0,-72.0
mar,Maricopa,33.1666666667,-113.166666667
mas,Masa,10.5,15.5
mau,Maung,-11.9166666667,133.5
mav,Maring,-5.5,144.666666667
maw,Maninka (Western),13.0,-11.0
max,Maxakalí,-18.0,-40.0
may,Maybrat,-1.33333333333,132.5
maz,Mazahua,19.4166666667,-99.9166666667
mba,Mba,1.0,25.0
mbb,Mbabaram,-17.1666666667,145.0
mbe,Mbere,-0.5,14.0
mbg,Mbugu,-4.33333333333,38.1666666667
mbi,Mbili,6.11666666667,10.2
mbl,Mbole,-0.666666666667,24.6666666667
mbm,Mbum,7.75,13.1666666667
mbo,Monumbo,-4.25,145.0
mbr,Mbara,11.0,15.4166666667
mbt,Mangbetu,2.5,26.5
mbu,Manambu,-4.25,142.833333333
mby,Mbay,8.25,17.5
mbz,Mbe',6.28333333333,11.0833333333
mca,Maca,-25.0,-57.5
mcc,Mochica,-7.5,-79.3333333333
mcd,Macedonian,41.6666666667,21.75
mce,Mískito Coast English Creole,16.25,-88.8333333333
mcf,Michif,52.0,-100.166666667
mcg,Macaguán,6.5,-71.3333333333
mch,Machiguenga,-12.0,-72.6666666667
mcn,Macuna,-0.333333333333,-70.1666666667
mco,Mixe (Coatlán),16.9166666667,-95.6666666667
mcr,Mauritian Creole,-20.3333333333,57.5
mcs,Miwok (Central Sierra),38.0,-120.333333333
mcv,Mocoví,-28.0,-60.5
mda,Mada (in Cameroon),10.8333333333,14.1666666667
mdb,Mudburra,-17.3333333333,132.083333333
mde,Mende,7.83333333333,-11.5
mdg,Mundang,9.66666666667,14.5
mdk,Mandinka,13.0,-15.6666666667
mdl,Madngele,-13.8333333333,130.416666667
mdm,Madimadi,-34.5,143.5
mdn,Mandan,46.5,-102.5
mdo,Mbodomo,4.5,15.5
mdr,Madurese,-7.0,113.5
mds,Manadonese,1.5,124.833333333
mdu,Mündü,4.5,30.0
mdw,Mbosi,-1.25,15.5
mdz,Mada (in Nigeria),8.75,8.25
mea,Meyah,-1.16666666667,133.5
meb,Melayu Betawi,-6.5,107.0
mee,Me'en,5.0,37.0
meh,Mehri,17.0,51.5
mei,Meithei,24.75,94.0
mek,Mekens,-12.5,-61.5
mel,Melanau,2.5,111.5
mem,Manem,-3.0,140.833333333
men,Menomini,45.5,-88.3333333333
mer,Meryam Mir,-9.91666666667,144.083333333
mey,Menya,-7.25,146.0
mga,Mondunga,2.25,21.5
mgd,Mongondow,0.666666666667,124.0
mge,Mnong (Eastern),12.6666666667,108.5
mgg,Mangghuer,36.0,102.0
mgh,Magahi,23.5,85.5
mgi,Magi,-10.3333333333,149.333333333
mgk,Mungaka,5.91666666667,10.0
mgl,Mingrelian,42.5,42.0
mgn,Magindanao,6.83333333333,124.5
mgo,Mongo,0.0,21.0
mgq,Mango,8.75,17.0
mgu,Musgu,10.8333333333,14.9166666667
mhc,Mahican,42.6666666667,-73.5
mhi,Marathi,19.0,76.0
mhk,Mehek,-3.75,142.5
mhl,Miri (Hill):,27.9166666667,93.8333333333
mhm,Mah Meri,2.83333333333,101.5
mhu,Mbalanhu,-17.5,15.0
mic,Micmac,45.0,-63.0
mid,Midob,15.0833333333,26.25
mie,Mien,25.0,111.0
mig,Migama,12.1666666667,19.8333333333
mii,Miisiirii,13.5,22.0
mij,Miju,29.0,96.0
mik,Mikir,26.3333333333,93.5
mil,Milang,28.5,95.25
min,Minangkabau,-1.0,101.0
mir,Miriwung,-15.6666666667,129.0
mis,Miskito,14.0,-83.6666666667
mit,Mituku,-1.66666666667,25.5
miy,Miya,10.9166666667,9.66666666667
miz,Mizo,23.1666666667,92.8333333333
mja,Mixtec (Jamiltepec),16.25,-97.8333333333
mjc,Mixtec (San Juan Colorado),16.5,-98.0
mjk,Manjaku,12.0,-16.25
mka,Mauka,8.33333333333,-7.5
mkb,Miwok (Bodega),38.3333333333,-123.0
mkd,Makonde,-11.0,40.0
mke,Mekeo,-8.33333333333,146.5
mkg,Mandinka (Gambian),13.4166666667,-16.0
mkh,Mongol (Khamnigan),49.0,117.0
mki,Mikasuki,32.0,-85.0
mkj,Makasae,-8.66666666667,126.5
mkl,Maklew,-7.66666666667,139.416666667
mkn,Mankanya,12.0833333333,-15.9166666667
mko,Mokilko,11.9166666667,18.0833333333
mkq,Mankon,6.0,10.1666666667
mkr,Mikarew,-4.41666666667,144.916666667
mks,Makassar,-5.41666666667,119.583333333
mku,Maranungku,-13.6666666667,130.0
mkw,Máku,0.416666666667,-69.8333333333
mkz,Makaa,3.41666666667,12.25
mla,Mambila,6.75,11.5
mlc,Malacca Creole,2.2,102.25
mle,Maale,6.0,36.9166666667
mlg,Malgwa,11.5,13.75
mli,Mali,-4.83333333333,152.25
mlk,Malakmalak,-13.4166666667,130.416666667
mll,Molala,44.5,-122.5
mlm,Mlabri (Minor),18.5,101.0
mlt,Maltese,35.9166666667,14.4166666667
mlu,Maleu,-5.71666666667,148.416666667
mly,Malay,3.0,102.0
mma,Mandaic (Modern),31.0,48.5
mmb,Mangap-Mbula,-5.66666666667,148.083333333
mme,Mari (Meadow),57.0,48.0
mmi,Mambai,9.66666666667,14.0
mmn,Mamanwa,9.41666666667,125.5
mmo,Mordvin (Moksha),54.0,44.0
mmp,Mampruli,10.3333333333,-0.666666666667
mms,Mamasa,-3.08333333333,119.666666667
mmu,Malay (Ulu Muar),2.66666666667,102.5
mmv,Mamvu,3.25,29.0
mmw,Mambwe,-9.08333333333,31.1666666667
mmz,Mam (Southern),14.8333333333,-91.6666666667
mna,Muna,-5.0,122.5
mnc,Manchu,49.5,127.5
mnd,Mandarin,34.0,110.0
mne,Maidu (Northeast),40.0,-120.666666667
mng,Manggarai,-8.5,120.333333333
mni,Moni,-3.66666666667,137.0
mnj,Mantjiltjara,-22.6666666667,125.083333333
mnk,Maninka,10.5,-9.5
mnm,Manam,-4.0,145.0
mno,Mono (in United States),38.0,-119.0
mnr,Mandar,-3.41666666667,119.083333333
mns,Mansi,62.0,62.0
mnt,Mentawai,-1.5,99.0
mnu,Mun,19.0,110.0
mnv,Minaveha,-9.6,150.466666667
mnx,Manx,54.1666666667,-4.5
mny,Margany,-27.0,144.5
mnz,Munzombo,3.0,18.4166666667
moa,Mono-Alu,-7.05,155.75
moc,Moca,7.58333333333,35.5
moe,Mordvin (Erzya),53.0,45.5
mof,Mofu-Gudur,10.5,14.0
mog,Moghol,35.0,62.0
moh,Mohawk,43.5,-74.25
moj,Mojave,34.6666666667,-114.583333333
mok,Mokilese,6.66666666667,159.75
mol,Moldavian,47.0,29.0
mom,Mombum,-8.25,138.75
mon,Mon,14.8333333333,100.5
moo,Mooré,12.8333333333,-1.25
mop,Mopan,16.5833333333,-88.6666666667
mor,Mor,-2.95,135.75
mos,Mosetén,-14.75,-67.8333333333
mot,Motuna,-6.61666666667,155.416666667
mou,Moru,4.75,29.75
mov,Movima,-13.8333333333,-65.6666666667
mpa,Murrinh-Patha,-14.6666666667,129.666666667
mpo,Mpongwe,-1.25,9.5
mpr,Maipure,5.5,-67.5
mpt,Mian,-4.75,141.5
mpu,Mpur,-0.75,133.25
mpy,Mapoyo,6.0,-67.0
mqc,Martinique Creole,14.6666666667,-61.0
mqf,Momuna,-4.83333333333,139.25
mra,Mara,-15.0,135.166666667
mrc,Marchha,30.25,79.5833333333
mrd,Marind,-7.83333333333,140.166666667
mrg,Margi,11.0,13.0
mrh,Marrithiyel,-13.8333333333,130.0
mri,Moraori,-8.58333333333,140.666666667
mrj,Mirniny,-31.0,129.0
mrk,Murik,-3.83333333333,144.25
mrl,Murle,6.5,33.5
mrn,Maranao,7.83333333333,124.25
mro,Moro,11.0,30.1666666667
mrq,Marquesan,-8.91666666667,-140.083333333
mrr,Maringarr,-14.25,130.0
mrs,Mairasi,-3.5,134.0
mrt,Martuthunira,-20.8333333333,116.5
mru,Maru,23.5,98.5
mrw,Muruwari,-28.75,147.0
msc,Muisca,5.0,-74.0
mse,Munsee,41.5,-74.6666666667
msg,Mising,28.5,94.8333333333
msh,Marshallese,7.11666666667,171.05
msk,Masakin,10.6666666667,30.0
msl,Masalit,13.3333333333,22.0
msm,Musom,-6.58333333333,147.0
msn,Maisin,-9.5,149.166666667
msq,Musqueam,49.1666666667,-123.0
mss,Miwok (Southern Sierra),37.5,-120.0
msy,Magar (Syangja),28.0833333333,83.8333333333
mta,Mentuh Tapuh,1.25,111.0
mtb,Matuumbi,-8.5,39.0
mtg,Montagnais,52.0,-65.0
mth,Mixe (Tlahuitoltepec),17.0833333333,-96.1666666667
mti,Motilón (Chibchan),9.0,-73.0
mtk,Matukar,-4.91666666667,145.75
mtl,Mattole,40.1666666667,-124.166666667
mto,Malto,25.0,87.3333333333
mtp,Mixe (Totontepec),17.25,-96.0
mts,Matis,-4.41666666667,-70.25
mtt,Massachusett,42.5,-71.0
mtu,Motu,-9.33333333333,147.0
mua,Makua,-15.0,38.6666666667
mud,Mundani,5.66666666667,9.91666666667
mug,Mugil,-4.88333333333,145.75
muh,Muher,8.16666666667,38.1666666667
mui,Muinane,-1.0,-72.5
mul,Mulao,25.0,108.0
mum,Mumuye,9.0,11.6666666667
mun,Mundari,23.0,84.6666666667
muo,Muong,20.5,105.083333333
mup,Mupun,9.5,8.83333333333
mur,Mursi,5.58333333333,36.0833333333
mus,Mussau,-1.45,149.616666667
mut,Mutsun,36.8333333333,-121.5
muu,Mundurukú,-7.0,-58.0
muy,Muyuw,-9.08333333333,152.75
mwa,Martu Wangka,-21.5,126.0
mwb,Manobo (Western Bukidnon),7.66666666667,124.75
mwc,Mawchi,21.3333333333,73.6666666667
mwe,Mwera,-9.0,39.0
mwl,Miwok (Lake),38.9166666667,-122.666666667
mwn,Miwok (Northern Sierra),38.3333333333,-120.666666667
mwo,Mwotlap,-13.5833333333,167.583333333
mwp,Miwok (Plains),38.0,-121.0
mxa,Mixtec (Atatlahuca),17.0,-97.75
mxc,Mixtec (Chalcatongo),17.05,-97.5833333333
mxe,Ifira-Mele,-17.75,168.25
mxg,Mixtec (San Miguel el Grande),17.05,-97.5666666667
mxj,Mixtec (Jicaltepec),16.3333333333,-98.0
mxl,Mixtec (Alacatlatzala),17.25,-98.5833333333
mxm,Mixtec (Molinos),17.0,-97.5833333333
mxo,Mixtec (Ocotepec),17.1666666667,-97.75
mxp,Mixtec (Peñoles),17.0833333333,-96.9166666667
mxs,Mixtec (Silacayoapan),17.5,-98.1666666667
mxt,Mixtec (Ayutla),16.9166666667,-99.1666666667
mxu,Mixtec (Chayuco),16.4166666667,-97.8333333333
mxx,Mixe (Ayutla),17.0833333333,-96.0833333333
mxy,Mixtec (Yosondúa),16.9166666667,-97.5833333333
mxz,Mixtec (Coatzospan),18.0833333333,-96.5833333333
mya,Ma'ya,-1.25,130.916666667
myg,Mayogo,3.0,29.0
myi,Mangarrayi,-14.6666666667,133.5
myk,Malay (Kuala Lumpur),3.16666666667,101.7
mym,Malayalam,10.0,76.5
myn,Ma'anyan,-2.0,115.0
myo,Mayo,26.0,-108.0
myr,Matsés,-5.41666666667,-73.25
myy,Mayi-Yapi,-20.0,141.0
mzc,Mazatec (Chiquihuitlán),17.75,-96.9166666667
mzh,Mazatec (Huautla),18.25,-96.8333333333
mzn,Mazanderani,36.5,52.0
naa,Neo-Aramaic (Amadiya),37.0,43.0
nab,Nabak,-6.41666666667,147.0
nad,Nadëb,-1.0,-66.5
naf,Nafaanra,8.0,-2.58333333333
nag,Nagatman,-3.75,141.5
nah,Nahali,19.75,77.8333333333
nai,Nanai,49.5,137.0
naj,Neo-Aramaic (Arbel Jewish),31.75,35.0
nak,Nakanai,-5.58333333333,150.583333333
nal,Nalik,-2.95,151.333333333
nam,Namia,-3.83333333333,141.75
nan,Nandi,0.25,35.0
nap,Neo-Aramaic (Persian Azerbaijan),38.0,47.0
nar,Nara (in Ethiopia),15.0833333333,37.5833333333
nas,Nasioi,-6.33333333333,155.583333333
nat,Natchez,31.75,-91.3333333333
nau,Nauruan,-0.5,166.916666667
nav,Navajo,36.1666666667,-108.0
nax,Naxi,27.5,100.0
nbb,Nambas (Big),-16.0833333333,167.2
nbd,Nubian (Dongolese),18.25,30.75
nbe,Ngombe,3.0,23.0
nbh,Ghulfan,12.0,31.0
nbk,Natügu,-10.7833333333,165.866666667
nbm,Ngbaka (Ma'bo),3.56,18.36
nbo,Nyambo,-1.0,31.3333333333
nbr,Ngäbere,8.66666666667,-82.0
nca,Nicobarese (Car),9.0,93.0
ncm,Ncàm,9.33333333333,0.666666666667
ndb,Ndebele (in South Africa),-25.3333333333,29.0
nde,Nande,-0.0833333333333,29.1666666667
ndg,Ndogo,7.75,27.0
ndi,Ngbandi,3.75,22.0
ndj,Ndjébbana,-12.1666666667,134.116666667
ndo,Ndonga,-18.0,17.0
ndr,Nadroga,-18.0833333333,177.416666667
ndt,Ndut,14.9166666667,-16.9166666667
ndu,Ndumu,-1.66666666667,13.5833333333
ndy,Ndyuka,4.5,-54.5
ned,Nederlandse Gebarentaal,52.25,5.5
neg,Negidal,53.0,139.0
neh,Nehan,-4.5,154.2
nel,Nelemwa,-20.25,164.083333333
nen,Nenets,69.0,72.0
nep,Nepali,28.0,85.0
nev,Nevome,31.0,-112.5
new,Newari (Kathmandu),27.6666666667,85.5
ney,Neyo,5.0,-6.0
nez,Nez Perce,46.0,-116.0
nga,Nganasan,71.0,93.0
ngb,Ngbaka (Minagende),3.5,20.0
ngd,Ngad'a,-8.83333333333,121.0
nge,Ngemba,6.2,10.0
ngg,Ngan'gityemerri,-14.25,130.416666667
ngi,Ngiyambaa,-31.75,145.5
ngj,Ngadjumaja,-32.3333333333,123.833333333
ngk,Ngankikurungkurr,-14.0,130.5
ngl,Ngalakan,-14.25,134.0
ngm,Ngambay,8.66666666667,16.0
ngn,Ngandi,-13.8333333333,135.0
ngo,Ngoni,-11.0,36.0
ngr,Ngarinyeri,-36.0,140.0
ngt,Naga (Tangkhul),25.0,94.5
ngu,Nguna,-16.9166666667,168.5
ngw,Ngawun,-19.0,141.5
ngy,Ngarinyman,-16.5,130.5
ngz,Ngizim,12.0833333333,10.9166666667
nha,Nhanda,-27.0,114.166666667
nhc,Nahuatl (Central),19.0,-98.25
nhh,Nahuatl (Huasteca),22.0,-99.0
nhm,Nahuatl (Michoacán),18.5,-103.0
nhn,Nahuatl (North Puebla),20.0,-98.25
nhp,Nahuatl (Pochutla),15.75,-96.5
nht,Nahuatl (Tetelcingo),19.6666666667,-99.0
nhu,Nahuatl (Huauchinango),20.1666666667,-98.0833333333
nhx,Nahuatl (Xalitla),18.0,-99.5
nia,Nias,1.0,97.75
nic,Nicobarese,7.0,93.8333333333
nif,Niuafo'ou,-15.5666666667,-175.616666667
nih,Nihon Shuwa (Japanese Sign Language),36.0,139.0
nim,Nimboran,-2.5,140.166666667
nin,Ningil,-3.5,142.25
nis,Nyishi,27.5,93.5
nit,Nitinaht,48.6666666667,-124.75
niu,Niuean,-19.05,-170.116666667
niv,Nivkh,53.3333333333,142.0
nju,Nyungar,-33.75,122.0
nkb,Ngalkbun,-13.5,134.833333333
nke,Nkem,6.58333333333,8.58333333333
nkk,Nakkara,-12.1166666667,134.416666667
nkn,Nkonya,7.16666666667,0.25
nko,Nkore-Kiga,-0.916666666667,29.8333333333
nkr,Nukuoro,3.83333333333,154.916666667
nkt,Nyah Kur (Tha Pong),15.6666666667,101.666666667
nku,Nubian (Kunuz),23.0,33.0
nlr,Ngarla,-20.0,119.0
nlu,Ngarluma,-20.8333333333,117.5
nly,Nyamal,-21.0,119.0
nma,Naga (Mao),25.5,94.3333333333
nmb,Nambikuára,-13.0,-59.0
nmd,Nomad,-6.16666666667,142.25
nmi,Nahuatl (Mecayapan Isthmus),18.25,-94.8333333333
nmm,Manange,28.5833333333,84.0
nmp,Nahuatl (Milpa Alta),19.25,-99.1666666667
nnc,Nancowry,8.05,93.5
nnd,Nend,-5.0,144.916666667
nne,Nengone,-21.5,168.0
nng,Nyanga,-1.25,28.1666666667
nnk,Nankina,-5.78333333333,146.45
nnm,Nanumea,-5.66666666667,176.116666667
nnn,Nuni (Northern),12.1666666667,-3.0
nnt,Nanticoke,38.0,-76.25
nob,Nobiin,21.0,31.0
noc,Nocte,27.0,95.5
nog,Noghay,44.0,46.0
nok,Noghay (Karagash),47.5,47.25
nom,Nomatsiguenga,-11.6666666667,-74.5
non,Noni,6.41666666667,10.5833333333
noo,Noon,14.8333333333,-16.8333333333
nor,Norwegian,61.0,8.0
npa,Nahuatl (Pajapan),18.25,-94.75
nph,Nar-Phu,28.6666666667,84.25
npi,Nigerian Pidgin,6.5,3.33333333333
npn,Naga Pidgin,25.6666666667,94.0
npu,Napu,-1.33333333333,120.416666667
nrg,Nanerge,11.75,-5.0
nrm,Narom,4.41666666667,114.0
nro,Nharo,-22.3333333333,20.5
nse,Nsenga,-14.5,30.8333333333
nsg,Nisgha,55.0,-130.0
nsk,Naskapi,56.0,-70.0
nsn,Nisenan,39.0,-121.0
nsy,Neo-Aramaic (Assyrian),36.0,41.0
nsz,Nahuatl (Sierra de Zacapoaxtla),19.5833333333,-97.3333333333
nte,Norsk Tegnspråk,61.0,9.0
nti,Ngiti,1.33333333333,30.25
ntj,Ngaanyatjarra,-26.0,126.5
ntn,Nateni,10.5,1.16666666667
nto,Ntomba,-2.0,18.3333333333
ntu,Nenets (Tundra),70.0,76.0
nua,Nuaulu,-3.25,129.166666667
nub,Nubi,0.666666666667,32.0833333333
nue,Nuer,8.33333333333,32.0
nug,Nunggubuyu,-13.75,135.666666667
nuk,Nukak,2.5,-71.5
nun,Nung (in Vietnam),21.9166666667,106.416666667
nup,Nupe,9.16666666667,5.41666666667
nus,Nusu,26.75,99.0
nuu,Nuuchahnulth,49.6666666667,-126.666666667
nvs,Nivkh (South Sakhalin),47.0,142.5
nwd,Newar (Dolakha),27.3333333333,86.0
nya,Nyawaygi,-19.0,146.166666667
nyg,Nyangi,3.41666666667,33.5833333333
nyh,Nyiha,-10.0,33.0
nyi,Nyimang,12.1666666667,29.3333333333
nyk,Nyamkad,32.0,78.5
nyl,Nyelâyu,-20.3333333333,164.333333333
nym,Nyamwezi,-5.0,33.0
nyn,Nyigina,-18.0,124.333333333
nyr,Nyangumarda,-20.0,121.0
nyu,Nyulnyul,-17.0,122.833333333
nza,Nzakara,5.0,23.0
nze,Naga (Zeme),25.1666666667,93.5
nzs,New Zealand Sign Language,-43.0,172.0
obg,Ogbronuagum,4.75,6.86666666667
obk,Obokuitai,-3.0,138.0
obo,Obolo,4.58333333333,7.83333333333
oca,Ocaina,-2.75,-71.75
occ,Occitan,44.0,2.0
ocu,Ocuilteco,18.9166666667,-99.6666666667
ogb,Ogbia,4.66666666667,6.25
oi,Oi,14.8333333333,107.166666667
oir,Oirat,37.5,93.0
oix,Otomí (Ixtenco),19.0833333333,-97.9166666667
oji,Ojibwa (Eastern),46.0,-80.0
ojm,Ojibwe (Minnesota),47.6666666667,-92.5
ojs,Ojibwa (Severn),53.0,-90.0
oka,Okanagan,49.5,-118.5
oko,Oriya (Kotia),18.3333333333,83.0
oks,Oksapmin,-5.16666666667,142.166666667
oku,Oku,6.25,10.5
olm,Oloh Mangtangai,-0.833333333333,113.0
olo,Olo,-3.41666666667,142.0
olu,Olutec,17.95,-95.0
oma,Omagua,-4.0,-73.5
omh,Omaha,42.0,-97.25
omi,Ömie,-9.05,148.083333333
ond,Oneida,43.0,-75.6666666667
one,One,-3.25,141.916666667
ong,Onge,10.75,92.4166666667
onn,Onondaga,42.75,-76.1666666667
ono,Ono,-6.16666666667,147.583333333
ood,O'odham,32.0,-112.0
ora,Emai,7.08333333333,5.91666666667
orb,Oromo (Boraana),4.5,38.5
orc,Oroch,50.3333333333,137.5
ord,Ordos,39.0,109.0
ore,Orejón,-2.83333333333,-72.5
orh,Oromo (Harar),9.0,42.0
ori,Orig,12.1666666667,30.8333333333
ork,Orok,49.5,143.5
orl,Orokolo,-7.83333333333,145.333333333
orm,Ormuri,32.5,69.75
oro,Orokaiva,-8.83333333333,148.25
orw,Oromo (Waata),-3.33333333333,39.8333333333
ory,Orya,-2.75,139.833333333
osa,Osage,37.0,-94.0
osm,Otomí (Santiago Mexquititlan),20.0833333333,-100.083333333
oss,Ossetic,43.0,44.0
otm,Otomí (Mezquital),20.1666666667,-99.1666666667
oto,Oto,40.5,-96.0
otr,Otoro,11.1666666667,30.5
ots,Otomí (Sierra),20.6666666667,-98.8333333333
owc,Oromo (West-Central),9.0,37.0
owi,Owininga,-4.5,141.75
oya,Oriya,21.0,85.0
paa,Pa'a,11.0,9.25
pac,Pacoh,16.4166666667,107.083333333
pad,Padoe,-2.33333333333,121.333333333
pae,Páez,2.66666666667,-76.0
pag,Pagu,1.25,127.75
pai,Paiwan,22.5,120.833333333
pak,Pakanha,-14.5,142.416666667
pal,Palauan,7.5,134.583333333
pam,Pame,22.0,-99.5
pan,Panjabi,31.0,74.0
pap,Papiamentu,12.25,-69.0
par,Päri,5.0,32.5
pat,Patep,-6.91666666667,146.583333333
pau,Paumarí,-6.0,-64.0
paw,Pawaian,-7.0,145.083333333
pba,Pima Bajo,29.0,-111.0
pcm,Pocomam,14.6666666667,-90.5
pdp,Folopa,-7.0,144.5
pec,Pech,15.0,-85.5
pem,Pemon,5.33333333333,-62.0
pen,Pengo,19.8333333333,83.8333333333
per,Pero,9.58333333333,11.0
pga,Pilagá,-25.0,-60.0
pgl,Pingilapese,6.21666666667,160.7
phl,Phlong,15.0,99.0
pia,Piaroa,5.0,-67.0
pil,Pileni,-10.2166666667,166.216666667
pin,Pintupi,-23.0,129.0
pip,Pipil,13.8333333333,-89.5833333333
pir,Piro,-11.0,-73.5
pis,Pisa,-5.16666666667,139.166666667
pit,Pitjantjatjara,-26.0,130.0
pkm,Pokomchí,15.4166666667,-90.5
pkn,Paakantyi,-32.5,142.5
pkt,Pokot,1.5,35.5
pla,Playero,7.0,-71.0
plb,Polabian,51.0,12.8333333333
plg,Palaung,22.6666666667,96.6666666667
plh,Paulohi,-3.25,128.75
plk,Palikur,3.0,-51.0
plp,Pulopetak,1.41666666667,109.833333333
plr,Palor,14.8333333333,-16.75
pmc,Pomo (Central),39.0,-123.333333333
pme,Pomo (Eastern),39.0,-122.666666667
pmn,Pomo (Northern),39.3333333333,-123.5
pms,Paamese,-16.5,168.25
pna,Pamona,-1.75,120.833333333
png,Pangwa,-10.0,34.75
pnn,Pangasinan,15.9166666667,120.333333333
pno,Paiute (Northern),42.0,-118.0
pnr,Panare,6.5,-66.0
pnu,Punu,24.0,107.0
pnx,Panará,-10.0,-55.0
pny,Panyjima,-22.8333333333,118.416666667
poa,Po-Ai,-20.6666666667,164.833333333
poc,Pocomam Oriental,14.75,-89.75
pod,Podoko,11.0,14.0833333333
pog,Pogoro,-8.75,36.5
poh,Pohnpeian,6.88333333333,158.25
pok,Poko-Rawo,-2.83333333333,141.583333333
pol,Polish,52.0,20.0
pop,Popoloca (Metzontla),18.1666666667,-97.5
por,Portuguese,39.0,-8.0
pot,Potawatomi,44.5,-85.0
pow,Powhatan,37.3333333333,-76.5
ppc,Piapoco,4.0,-69.5
ppi,Pitta Pitta,-22.8333333333,140.0
pra,Prasuni,35.5,71.0
prc,Parecis,-14.0,-57.0
prd,Parji (Dravidian),19.5,82.5
pre,Pare,-4.0,36.5
prh,Pirahã,-7.0,-62.0
pri,Príncipense,1.61666666667,7.36666666667
prk,Purki,34.6666666667,76.0
pro,Provençal,44.0,6.0
prs,Persian,32.0,54.0
prt,Piratapuyo,0.333333333333,-69.5
psh,Pashto,33.0,67.0
psj,Popoloca (San Juan Atzingo),18.1666666667,-96.4166666667
psl,Plains-Indians Sign Language,40.0,-100.0
psm,Passamaquoddy-Maliseet,45.0,-67.0
pso,Pomo (Southeastern),39.0,-122.5
psv,Popoloca (San Vicente Coyotepec),18.25,-97.8333333333
psw,Port Sandwich,-16.5,167.75
pta,Paita,-22.0833333333,166.5
pte,Paite,24.0,93.1666666667
ptp,Patpatar,-3.76666666667,152.5
ptt,Pattani,32.75,76.75
ptw,Patwin,39.0,-122.333333333
pui,Puinave,4.0,-68.0
puk,Parauk,23.25,99.5
pul,Puluwat,7.33333333333,149.333333333
pum,Pumi,28.0,101.0
pun,Pungupungu,-13.5,130.416666667
puq,Puquina,-16.5,-68.5
pur,Purépecha,19.5,-101.666666667
put,Paiute (Southern),37.8333333333,-113.333333333
pwn,Pawnee,41.0,-98.6666666667
qaf,Qafar,12.0,42.0
qan,Quechua (Ancash),-8.5,-77.5
qaw,Qawasqar,-49.0,-75.0
qay,Quechua (Ayacucho),-14.0,-74.0
qbo,Quechua (Bolivian),-20.0,-66.0
qca,Quechua (Cajamarca),-7.0,-78.5
qch,Quiché,15.0,-91.4166666667
qco,Quechua (Cochabamba),-17.5,-66.0
qcu,Quechua (Cuzco),-14.5,-71.0
qec,Quechua (Ecuadorean),-1.0,-79.0
qhu,Quechua (Huallaga),-9.5,-75.5
qia,Qiang,32.0,102.666666667
qim,Quechua (Imbabura),0.333333333333,-78.0
qta,Quechua (Tarma),-11.4166666667,-75.75
que,Quechan,32.8333333333,-114.333333333
qui,Quileute,47.9166666667,-124.25
qum,Sipakapense,15.25,-91.75
rad,Rade,13.0,108.5
rag,Raga,-15.5,168.166666667
ral,Ralte,23.75,92.75
ram,Rama,11.75,-83.75
rao,Rao,-4.75,144.5
rap,Rapanui,-27.1166666667,-109.366666667
ras,Rashad,11.8333333333,31.05
rav,Romani (Ajia Varvara),38.0,23.5833333333
raw,Rawang,27.5,97.5
rbg,Romani (Burgenland),47.5,16.5
rbu,Romani (Bugurdzi),42.6666666667,21.1666666667
rcp,Russian-Chinese Pidgin (Birobidjan),48.8,132.95
rej,Rejang,-3.41666666667,102.5
rem,Remo,18.0,82.0
ren,Rendille,2.0,37.5
res,Resígaro,-2.41666666667,-71.5
ret,Retuarã,-0.5,-70.6666666667
rga,Ronga,-26.0,32.5
rgc,rGyalrong (Caodeng),31.6666666667,101.75
rgn,Roglai (Northern),12.1666666667,108.833333333
ria,Riantana,-7.5,138.5
rik,Rikbaktsa,-11.8333333333,-57.5
rim,Rimi,-5.0,34.6666666667
rit,Ritharngu,-12.8333333333,135.5
rji,Raji,28.0,82.75
rka,Romani (Kalderash),45.0,21.0
rlo,Romani (Lovari),47.0,21.5
rmb,Rembarnga,-12.8333333333,134.583333333
rmc,Romansch,46.6666666667,9.16666666667
rnd,Rundi,-3.5,30.0
rng,Rengao,14.5833333333,107.833333333
rnn,Rennellese,-11.6166666667,160.25
rnr,Romani (North Russian),60.0,38.0
rny,Runyankore,-0.5,30.5
rom,Romanian,46.0,25.0
ron,Ron,9.0,8.75
ror,Roro,-8.75,146.583333333
rot,Rotuman,-12.5,177.066666667
rov,Roviana,-8.25,157.333333333
rpa,Rang Pas,30.3333333333,79.3333333333
rru,Runyoro-Rutooro,1.5,31.3333333333
rsc,Romansch (Scharans),46.75,9.5
rse,Romani (Sepecides),38.25,27.0
rsh,Rushan,38.1666666667,71.5
